criterion,splitter,max_depth,min_samples_split,min_samples_leaf,min_weight_fraction_leaf,max_features,random_state,max_leaf_nodes,min_impurity_decrease,min_impurity_split,class_weight,ccp_alpha,score,AOD,TPR,FPR,counter,timer,write_file
gini,best,,2,1,0.0,,2019,,0.0,0.0,,0.0,0.8702999203751216,0.007737326121367107,0.014069995814417757,0.0014046564283164559,0,0.4198954105377197,"./updated_trained_models/decisionTree_bank_1_gini_best_None_2_1_0.0_None_2019_None_0.0_None_0.0.pkl"
gini,best,,2,1,0.4460908211949237,,2019,,0.0,0.0,,0.0,0.8827744846500929,0.0,0.0,0.0,1,0.5033774375915527,"./updated_trained_models/decisionTree_bank_1_gini_best_None_2_1_0.4460908211949237_None_2019_None_0.0_None_0.0.pkl"
gini,best,,2,1,0.4460908211949237,,2019,,0.0,0.0,,0.0,0.8827744846500929,0.0,0.0,0.0,2,0.5869636535644531,"./updated_trained_models/decisionTree_bank_1_gini_best_None_2_1_0.4460908211949237_None_2019_None_0.0_None_0.0.pkl"
