C,kernel,degree,gamma,coef0,shrinking,probability,tol,cache_size,class_weight,verbose,max_iter,decision_function_shape,break_ties,random_state,score,AOD,TPR,FPR,counter,timer,write_file
3.3809075449970707,linear,1,auto,1.8188587130182432,False,True,0.5485891592919433,217.92044324081553,balanced,0,971,ovr,False,2019,0.819959302839954,0.040234457400142344,0.053060304581602755,0.027408610218681934,0,3.2218563556671143,"./updated_trained_models/svm_bank_1_3.3809075449970707_linear_1_auto_1.8188587130182432_False_True_0.5485891592919433_217.92044324081553_balanced_0_971_971_ovr_False_2019.pkl"
3.554839170260602,linear,9,auto,2.1357591650058616,False,True,0.20236299796093443,254.32618515966408,,0,965,ovr,True,2019,0.7909404582854109,0.053564251781010964,0.06575657082756473,0.041371932734457204,1,6.2677085399627686,"./updated_trained_models/svm_bank_1_3.554839170260602_linear_9_auto_2.1357591650058616_False_True_0.20236299796093443_254.32618515966408_None_0_965_965_ovr_True_2019.pkl"
1.341990803047646,linear,0,auto,8.379271493743111,True,True,0.465563674419823,200.539060801272,balanced,0,1005,ovo,False,2019,0.8396001061665045,0.03268755051229326,0.03837856981873208,0.026996531205854435,2,9.504728317260742,"./updated_trained_models/svm_bank_1_1.341990803047646_linear_0_auto_8.379271493743111_True_True_0.465563674419823_200.539060801272_balanced_0_1005_1005_ovo_False_2019.pkl"
