criterion,max_depth,min_samples_split,min_samples_leaf,min_weight_fraction_leaf,max_features,max_leaf_nodes,min_impurity_decrease,bootstrap,oob_score,warm_start,n_estimators,ccp_alpha,max_samples,random_state,verbose,n_jobs,min_impurity_split,score,AOD,TPR,FPR,counter,timer,write_file
log_loss,,4,2,0.021438405407872924,log2,,0.0,True,True,True,90,0.0,,2019,0,,,0.8373664169021005,0.1625141647639375,0.27308964891752835,0.05193868061034667,0,1.1099860668182373,"./updated_trained_models/randomForest_census_9_log_loss_None_4_2_0.021438405407872924_log2_None_0.0_True_True_True_90_0.0_None_2019_0_None_None.pkl"
log_loss,,5,2,0.0005484677351692051,auto,,0.0,True,False,True,89,0.0,,2019,0,,,0.8568971870777545,0.09787868613363315,0.13270518067320197,0.06305219159406435,1,2.3532044887542725,"./updated_trained_models/randomForest_census_9_log_loss_None_5_2_0.0005484677351692051_auto_None_0.0_True_False_True_89_0.0_None_2019_0_None_None.pkl"
log_loss,,7,4,0.09620758548907342,sqrt,,0.0,True,False,False,57,0.0,,2019,0,,,0.7666134381525611,0.04726226226465598,0.0807715491259795,0.013752975403332451,2,2.763597011566162,"./updated_trained_models/randomForest_census_9_log_loss_None_7_4_0.09620758548907342_sqrt_None_0.0_True_False_False_57_0.0_None_2019_0_None_None.pkl"
